content,label,start
Đặt màu đen giao màu vậy đó anh ship đi dưới trời mưa thấy tội nên ko trả hàng về kho  Mong được cải thiện hơn về vấn đề này ,NEG,1
Túi đựng rác nhựa đen size trung khá dầy tiện lợi chứa rác gia đình hàng ngày Giao hàng nhanh đúng sp đứng kích cỡ,POS,5
Shop tuyệt vời  sao quá đãlần sau sẽ ủng hộthank shop,POS,5
Do muốn mua size lớn nhưng ai ngờ mua về mới thấy nhỏ so với thùng rác gia đình đang xài,POS,5
Túi có mùi nhựa hơi hôi túi kg mềm dai chắc có lẽ hàng giảm giá thì chất lượng chỉ đến thế,NEU,3
Túi to nhưng rất dễ rách không hề dai  trùm túi hay thu miệng túi lại rất dễ rách,NEU,3
Mình mua bị to quá so với nhu cầu lần sau mua size nhỏ hơn chất liệu oke cũng dai,POS,5
Hàng đúng như thông tin mô tả Đóng gói kỹ càng đag trong mùa dịch mà cũg có đc hàng để xài Mình chân thành xin cảm ơn đội ngũ tiki đã hỗ trợ mang đến sản phẩm cho mìnhChảo nhìn khá nhỏ so với hình ảnh minh họa nhưng bù lại chảo xài khá là ok nhen Mình xài bếp hồng ngoại nên k bị kén chảo chiên đồ thì k bị dính như mấy cái chảo cùng loại khác có mặt sơn chống dính Cái chấm đỏ đỏ ở giữa khi chảo đủ độ nóng phù hợp nó sẽ chuyển sang màu đỏ lè nguyên cả vòng trònĐiểm trừ là giá thành hơi cao và k có kèm nắp đậy mình phải kiếm nắp đậy phù hợp để lúc chiên k bị bắn dầuTổng kết Ai đọc lướt quá bình luận thì cho mình xin  subcribe cho kênh youtube AIOChannel logo với phông nền xanh nhạt chữ O tròn đỏ có chữ A màu xanh đi kèmMình xin thành cảm ơn nhiều nhiều,POS,5
đóng gói cẩn thận chắc chắn chảo cầm nhẹ nhàng nhưng vẫn dày dặn sản phẩm chính hãng của Tefal thì vẫn yên tâm chất lượng rồi nhưng mong là hàng sản xuất ở VN thì chất lượng cũng không xuống nhiều giao hàng siêu nhanh,POS,5
cặp chảo mua với giá rẻ nhưng chất lượng ổnchảo có vân đá đẹpchảo bé thì hơi nhỏ so với tưởng tượngchảo được bọc rất chắc chắn nên không bị móp méo hay xướcchảo dùng chiên xào không bị bắn dầu ăn ra nên rất ưng ý Tuy giao hàng chậm do dịch nhưng shipper rất nhiệt tình nên vẫn ủng hộ,POS,5
nhìn đẹp cưng xỉu mua dc giá km chưa tới k  chảo chảo có vân như chảo vân đá cầm khá chắc tay nhưng chảo cm ngoài bé lắm tầm hơn  thôi chắc đo ra chỗ cán hi vọng xài bền,POS,5
chảo vận chuyển hơi bị xước và méo vànhMua hàng được tặng bàn là nhưng bị hỏng Liên hệ bộ phận đổi trả nửa năm không đổi được cho KH báo KH chỉnh lại đánh giá từ  sao sang  sao mới tiến hành đổi trả nhưng chờ nửa năm không đổi được Gọi điện báo thì nhắn KH tự đi ra trung tâm đổi trả và phải đi vào GIỜ HÀNH CHÍNHCHĂM SÓC KH TỒI Đến khi bực mình cúp máy mới bảo thế để bên em giao hàng cho chị Càng liên hệ càng bực mình,NEG,1
Mình đặt và trả tiền nguyên set  cái tuy nhiên shipper báo giao trước  cái ngày mai sẽ giao thêm  cái nữa hiện tại mình vẫn chưa nhận hàng vì không đủ số lượng như mình đã đặt và thanh toán Vui lòng ngày mai  giao gấp cái còn lại giúp mình Thực tế chưa giao đủ hàng mà sao lại xác nhận đã giao  Vui lòng phản hồi gấp Thanks,POS,5
TikiNow giao rất nhanh sau h đã nhận hàng đóng gói có bọc giảm chấn chảo cm kích thước thật khoảng cm chảo cm kích thước thật khoảng cm Chất lượng hoàn thiện tốt trong tầm giá k chảo,POS,5
Chảo xài oke lắm ạh Giá rẻ hơn mua ở sthi nhiều Đóng gói chắc chắn Rất hài lòng về dịch vụ ship của tiki Hồi trước mình toàn mua của sốppi Nhưng giờ chuyển qua mua hoàn toàn của tiki rồi,POS,5
Dịch vụ vận chuyển của Tiki quá tệ trong khoảng thời gian này Từ ngày đặt hàng tới lúc nhận được mất hơn  tháng trời và khi nhận được hàng thì thùng hàng bị móp méo vì lưu kho lâu và vận chuyển lâu Nên cân nhắc khi mua hàng onl trong mùa dịch Còn mấy đơn nữa cũng từ Tiki và mình cũng hong hy vọng gì về thời gian giao hàng Qua đợt này em cũng say good bye Tiki luôn,NEG,1
Mình định mua chảo lớn nhưng lại mua nhầm chảo nhỏ Nhưng mà trông khá là chắc chắn cầm nặng tay không bị trầy Đóng gói rất tốt không bị hư hỏng gì hết,POS,5
Sản phẩm chất lượng hình thức đẹp mình mua  bao tay và  sản phẩm của Parroti chuẩn bị cho nhà mới có đều tuy chỗ mình đã hết dịch nhưng Tiki giao hàng quá chậm phải tháng hơn mình mới nhận được hàng và còn hơn  đơn trên tiki Đang định đặt thêm  sản phẩm nhưng còn hơi ngại về vấn đề giao hàng nên mình cũng chuyển dần qua mua hàng trên ,POS,5
Sản phẩm có chất lượng đúng như mô tả đóng gói chắc chắn rất đáng tiền giao hàng nhanhPs ko có thời gian chụp hình nên mình lấy đỡ hình trên mạng up,POS,5
Găng tay dai có phiếu bảo hành sp  tháng Xài  thời gian sẽ bị vàng nhưng vẫn bền Hơi rộng so với tay mình Nếu có size S thì tốt hơn đỡ bị trơn trượt khi găng tay không bám dính vào tay,POS,5
Đã dùng qua nhiều loại găng tay và đây là loại mình thích nhất Găng tay này không bị mùi cao su mềm mịn dễ chịu dùng rất mát và ko bị bí đặc biệt sản phẩm găng tay còn có phiếu bảo hành nữa này Cảm ơn Tiki và Parroti,POS,5
Găng tay bám chắt dễ dùng Thiết kế tốt chỉ là nên thêm đánh dấu găng này của bên tay nào để người dùng có thể dễ dàng xác định đúng tay mang sai tay sẽ không vừa,POS,5
Gang tay xịn có cả bảo hành Dai ko có tí mùi nhựa nào mềm và rất vừa tay Chất lượng hơn hẳn mấy loại gang tay thông thường Từ giờ chắc mình sẽ chỉ dùng loại này,POS,5
sản phẩm okie có phiếu bảo hành sp dày mịn k mùi  ship nhanh mới đặt hôm wa nay đã có mình mua  đôi luôn free ship,POS,5
Sản phẩm dày dặn màu trắng ngà đẹp Rửa chén rất thích không trượt tay Mai mốt hỏng mình lại mua tiếp,POS,5
giao hàng nhanh găng tay mềm size M hơi nhỏ so với tay nam có thêm size lớn nữa càng tốt hi vọng dùng k bị lủng rách như bao tay bên ngoài,POS,5
Giao hàng nhanh dùng chắc chắn phù hợp giá tiền mẫu mã đẹp mình toàn dùng đồ của parroti nên chất lượng chắc khỏi phải bàn hoàn thiện tốt đáng mua nhé mọi người,POS,5
Bình rất đẹp cầm rất chắc tay Tiki giao hàng nhanh đóng gói cẩn thận Sẽ ủng hộ dài dài ,POS,5
dù chất lượng tốt nhưng đơn hàng thứ  giao sai màu cũng không phản gọi xác nhận sai sản phẩm,NEG,2
màu đẹo xỉu chất lượng khỏi bàn luôn,POS,5
rất tốt ạ,POS,5
Bình rất xinh,POS,5
bình đẹp bền,POS,5
bị trầy vài chỗ,POS,5
Đặt hàng trong mùa dịch nhưng nhận được khá nhanh mình đặt Tiki gửi từ HCM  hàng được đóng gói cẩn thận Sản phẩm đẹp chắc chắn nhìn rất sang nha Các thang đo lường được in lụa rõ nét nắp silicon mềm khớp với miệng bát không bị hở tí nào Anh shipper nhiệt tình thân thiện Mọi người nên mua nha đáng tiền lắm ạ ,POS,5
Nắp silicon giao đến khá bụi bẩn Dù sản phẩmBọc kĩ Thuỷ tinh khá dày Hi vọng xài lò vi sóng ổn Hũ nhỏ hơn mình nghĩ Nhưng cũng tạm được,NEU,3
Hộp đẹp Nhưng lúc mình mua trong chương trình khuyến mãi có tặng kèm thêm bình nước cho bé nhưng khi nhận hàng thì ko có CSKH nói do hết quà tặng rồi Mình nghĩ cái này tiki phải thông báo rõ ràng hơn lúc khách hàng mua để ngta quyết định xem còn muốn mua hay ko Vì thực sự hộp mình cũng ko thiếu nhưng do thích cái bình quà tặng mà mua thôi,POS,4
Hàng tốt Hình ảnh mang tính minh hoạ Hàng tốt Hình ảnh mang tính minh hoạ Hàng tốt Hình ảnh mang tính minh hoạ,POS,5
Trong hình thì rõ to Nhung giao về thì nhỏ như chén nước chấm ĐỀ NGHỊ TIKI LIÊN HỆ ĐỔI NGAY CHO TÔI ,NEG,1
k hiểu sao hộp ml mà cứ viết là ml mình mua  set màu giống nhau nắp màu xám xám k đẹp nắp cũng bằng cao su mềm nếu là nhựa thì tốt hơn ship hàng nhanh,POS,4
Đáy hủ ml có dập chữ locknlock làm cho mình ăn tâm đây là hàng chính hãng  Còn hộp cơm ml thì ko có cảm giác hàng nhái chất lượng ko đúng như mô tả,POS,5
Sản phẩm đẹp Dùng được cho lò vi sóng và tủ đông Có vạch chia lượng thức ăn theo độ tuổi ăn dặm của bé,POS,5
Cảm quan bên ngoài Hộp đẹp thủy tinh dày dặn trong chia vạch sắc nét Bảo quản mát hâm đồ cho bé mình nghĩ là ổn thôi,POS,5
hàng đúng hình dầy dặn lắp đậy khớp không rò nước ra ngoài ha manv tíh chất lấy xu,POS,5
Kích thước to hơn mình nghĩ Nhựa đẹp khá chắc chắn Trừ  sao vì thiết kế kiểu cắt  miếng  bên hông Nếu để ngoài trời thì nước mưa sẽ vô thùng từ  khoảng trống đó,POS,4
thùng rác to nhưng sản phẩm không tự đóng nắp  đạp thì mở ra mà ko tự đóng nắp  lấy tay đóng quá bất tiện tiki goi hàng kỹ muốn check mà nv giáo hàng yêu cầu giữ nguyên bảo bì thì làm sao check bao bằng nilon không phải thùng carton Giờ muốn đổi phải sao đây,NEG,1
Tìm mãi trên mạng mới thấy loại khiến mình ưng thế này mà giá cả lại hợp lý Mình chọn màu xám là màu giá cao nhất đồng thời lại đẹp nhất nhìn rất sạch sẽ và hiện đại Sản phẩm được tiki bọc rất kĩ không một vết xước rất hài lòng với sản phẩm và chất lượng đóng gói giao hàng của tiki khuyên mọi người nên mua máy mình chụp ảnh hơi xấu nên k muốn chụp nhìn giống như của một bạn đã để nx ở dưới,POS,5
Thùng xài rất ok nhé mọi người Màu và kiểu dáng khá ổn không quê mùa phèn lúa như những dòng nhựa khác Thùng đạp mở và TỰ ĐÓNG rất trơn tru mượt mà ai nói phải dùng chân đạp nắp để đóng lại là gắn không khớp hoặc thùng bị lỗi gì rồi ah,POS,5
Sản phẩm rất đẹp từ màu sắc chất liệu đường nét đến kiểu dáng giá lại rất mềm so với sản phẩm cùng loại nhập khẩu Rất nên mua,POS,5
Thùng rác chắc chắn Phần đạp chân sử dụng tốt Bên trong có thùng chứa có quai nên tiện mang rác đi đổ và vệ sinh thùng Recommended,POS,5
Hàng tốt chất lượng Thùng to đựng rác thoải mái Giá rẻ hơn mặt bằng chung những shop khác rất nhiều Không phải TIKINOW nên Tiki giao hàng quá lâu,POS,5
Úp hình chung với cái ghế để mọi người biết nó to cỡ nào chứ shop ko có ghi kích thước,POS,5
Giá tốt Chất nhựa cứng cáp Tiki đóng gói sản phẩm cực kỳ cẩn thận chắc chắn Thời gian giao hàng rất nhanh,POS,5
tiki giao hàng nhanh bọc chống trầy xước cẩn thận Thùng lớn đúng hàng của Duy Tân,POS,5
Mình mua hàng của Tiki rất nhiều lần chưa bao giờ thấy gói hàng ko chẩn thận như lần này Mua  chảo cm và cm cùng lúc khi nhận hàng thấy hết hồn gói hàng không chắc chắn Chảo cm thì may quá ko sao còn chảo cm thì tay cầm bị mẻ như hình ốc vít rớt ra khi được vặn lại rất lỏng lẻo ko biết kiếm đâu ra long đền để vặn lại cho chắc chắn đây Ko dám xài chảo cm luôn,NEU,3
Tôi khá bất ngờ khi nhận sản phẩm bởi vì kích thước nhà quảng cáo không nói rõ ràng hình ảnh chụp lớn nhưng sản phẩm nhận thì nhỏ Sản phẩm này được miễn phí vận chuyển nhưng lại được tính trong giá sản phẩm Hai điểm tôi thấy không hài lòng về nhà quảng cáo,NEG,1
Đơn hàng thanh toán trước Hộp bị khui băng keo trước khi nhận lúc nhận không để ý nếu kiểm tra kỹ tôi sẽ không nhậnYêu cầu Tiki làm việc lại đơn vị vận chuyển Lần sau tôi sẽ kiểm tra rất kỹ trước khi nhận hàng,NEG,1
Chảo đá cầm chắc tay Phù hợp với  người ăn hoặc chiên lượng ít  Giá lúc mua  Hàng được đóng trong thùng giấy nhưng bên trong chỉ có  túi nilon bình thường không hề chèn mút xốp hay túi chống sốc Khi nhận hàng thì hộp giấy đã  hơi mópTPHCM Nếu chảo của mình không phải chảo đá thì khả năng chảo bị móp rất cao Tiki nên quy đinh cách đóng gói với các nhà cung cấp MÌnh mua hàng trên tiki lâu và nhiềutừ  Nhiều hãng đóng gói rất cẩn thận để đến tay người dùng toàn vẹn,POS,4
Phần tay cầm của chảo không chắc hở cả  khúc nên khi cầm lên thì bị sục sịch không biết có phải do quá trình vận chuyển hay do sản phẩm lỗi Trong mùa dịch giao nhận hàng cũng khó khăn nên thôi xài tạm xui thì chịu vậy,NEU,3
Nhân viên giao hàng không điện báo trước sáng ngày  đơn hàng số  trong khi tôi không có ở nhà và yêu cầu quay lại vào buổi chiều khi đến nơi có thái độ lồi lõm với khách hàng mong tiki chấn chỉnh lại nhân viên còn lại sản phẩm rất tốt rất ưng ý,NEU,3
Giao hàng rất nhanh và đóng gói cẩn thậnĐặt hàng chủ nhật dự kiến t giao nhưng t đã giaorất hài lòng với sản phẩm chống dính rất tốt đã đập hộp bằng món bánh xèo cho cả nhà,POS,5
chảo ghi là không bị tróc nhiễm vào thức ăn nhưng mua sử dụng tầm  tháng là bắt đầu tróc như ảnh kiểu này còn tệ hơn loại chảo chống dính thông thường ở nhà đang sử dụng đã   năm không hề bị bong tróc kiểu nàyQuá tệ,NEG,2
chót mua nhầm chảo chảo này ko phải chảo từ tiêu đề nên ghi chảo cm chứ ghi mã nhiều lúc không để ýrất muốn đổi lại chảo có kích thước to hơn nhưng chót xé mất cái tem chảo mất rồi,POS,4
sản phẩm đẹp nhưng do mình không đọc kỹ hướng dẫn nên không biết không dùng cho bếp từ shop cho mình hỏi có thể đổi được không ạ mình sẽ chịu tiền ship hic,POS,5
Mua  tấm thấy mỏng quá mỏng hơn hình dung nhiều nhưng với giá k một tấm thì thấy tạm ổn có vẻ chống nước Định làm trải sàn đi cho đỡ lạnh Cái này làm che xe chống nắng được Định cho  sao vì giao hàng quá lâu nhưng thấy shop rep tin nhắn cũng nhanh và lịch sự nên cho  sao,POS,5
Hài lòng  Giao hàng nhanh  gói hàng cẩn thận  sản phẩm như mô tả  chất lượng sản phẩm    Chất liệu OK     May bọc viền không chắc chắn,POS,4
dùng để lót nằm tạm ngủ trưa trong văn phòng to rộng có thể trưng dụng đi cắm trại phần mép may ẩu bung nhiều nằm này hơi ồn trở mình kêu sột soạt to lắm,POS,4
sp như hình k có mùi cho cảm giác thoải mái giao hàng nhanh mới mua chưa sd nên chưa biết chất lượng sp ntn nhưng với giá tiền đó thì sp như vậy là ok,POS,5
Sản phẩm rất ok giá cũng rẻ giao hàng nhanh nữa nên mua nha mọi người,POS,5
nằm mềm mại những cử động sẽ phát ra tiếng động xạt xạt hơi to ngủ trưa mình mà năm  cái là cả phòng mình thức hahaha,POS,5
Tốt thích hợp cho những bạn làm việc văn phòng như mình  Tiện dụng gọn nhẹ dễ gấp,POS,5
chỉ nằm phòng máy lạnh thui chứ phòng bình thường thì nóng lắm,POS,4
đã nhận đc  tks shop  đóng gói ok  giao nhanh,POS,5
chiếu có thể nằm dc  người mới và chắc chắn tiki giao hàng siêu nhanh,POS,5
Lần đầu mình mua hàng tại shop đọc review mọi người quá trời khen và thật bất ngờ khi mình nhận hàng thùng rác đẹp và chắc chắn ngoài sức tưởng tượng Mình là ng khá khó tính nhưng các bạn chăm sóc khách hàng của shop rất đỉnh tư vân tận tình từng chút  nhận hàng đến tay mà quá hết sức hài lòng Cảm ơn shop mong shop có nhiều sản phẩm như thế này để phục vụ người tiêu dùng Mình sẽ mua ủng hộ thêm các sản phẩm của shop,POS,5
Thùng rác có nắp rời màu trắng trang nhã hộp carton chắc chắn có hướng dẫn cách lắp ráp đơn giản Có quét QR bảo hành và đặc biệt là có hoàn tiền  nè khi làm theo hướng dẫn Mình lắp ngay vào cánh cửa nhìn thấy bếp mình sang hẳn nè nắp thùng rác mở được  chiều tiện lợi chiều nay nhà bếp mình sạch sẽ hẳn luôn Chị mình vui lắm Cám ơn Tiki và nhà sản xuất nhãn hiệu Parroti nhen Mình có cơ hội sử dụng sản phẩm vừa ý với giá tốt nè,POS,5
Mình thích cái thùng rác này Do em mình xài và giới thiệu Hàng nhìn đẹp nhựa chất lượng Gắn cửa bàn bếp và cả nhà vệ sinh đều tiện dụng Nắp mở thiết kế thông minh,POS,5
Lần đầu mua hàng của tiki mà rất vui và hài lòng Tiki giao hàng nhanh ngoài tưởng tượng mới đặt chiều  mà sáng  đã giao hàng Nhân viên giao hàng dễ thương Còn hàng thì tuyệt vời đóng gói đẹp cẩn thận hàng rất đẹp dày dặn và rất tiện ích Rất vui và hài lòng Cảm ơn rất nhiều,POS,5
nhựa tốt đẹp mắt nhìn thấy sang trọng tuy nhiên theo cá nhân thì thùng hơi bé Nhưng đế dán k có dự phòng thêm nên nếu xài thời gian k còn dính dc nữa thì k biết mua ở đâu hay bằng cách nào để dán lại nhờ shop tư vấn thêm về phần này phần lò xo có vẻ yếu nên đàn hồi kém xin cám ơn,POS,4
Sản phẩm chất lượng khá tốt tiện dụng có thể kéo đẩy di chuyển đc có nắp đậy nên rất sạch sẽ phục vụ tốt cho những bà nội trợ Tuy nhiên giá thành sẽ cao hơn so vs những sp thùng rác thông thường Nhưng đối vs mình thì hài lòng,POS,5
Hàng được đóng gói cẩn thận Bao bì hướng dẫn đầy đủ cách sử dụngPhiếu bảo hành đầy đủ hướng dẫn rõ ràngSản phẩm dày dặn nhìn chất lượng,POS,5
Ship nhanh thùng rác trắng và cứng cáp rất thanh lịch Thùng có thể dán treo tường hoặc móc Nắp thùng có thể mở theo  cách như hình Mình rất ưng ý,POS,5
Rất ok nha Nắp mở dễ đóng dễ đậy kín ko lo bồ hóng nhựa cứng cáp nhìn đẹp dễ lau chùi miếng dán chắc miếng treo cửa tủ cũng ok Giá quá đẹp hồi trc mua cái ko có nắp đậy hàng OEM giá cũng tương tự,POS,5
Hàng đóng gói cẩn thận sản phẩm đẹp chắc chắn kích thước vừa phải gắn trên tủ bếp dùng rất tiện giao hàng nhanh nhân viên giao hàng lịch sự,POS,5
Bộ ga gối có chất lượng tốt vải đẹp kích thước chuẩn Tôi cảm thấy rất hài lòng với bộ sản phẩm này Hơn nữa giá rất rẻ Ngoài ra khuyến mại lớn Nếu so sánh với các sản phẩm cùng loại thì tôi cảm thấy ưng ý Chúc cửa hàng bán được nhiều sản phẩm hơn nữa,POS,5
TikiNOW giao hàng nhanh ghê luôn nay còn mùng mà mình đặt lúc trưa giờ xế đã nhận được rồi chị gái giao hành cũng dễ thương nữa  Bộ ga cũng đẹp hàng y hình bao gối ôm tuy không cùng màu nhưng cùng tông nên trông rất ổn áp,POS,5
Anh sẽ không nghi ngờ để tình ta chớm tắtAnh sẽ không bao giờ để em rơi nước mắtAnh sẽ không bao giờ anh sẽ không bao giờđể em buồn dù chỉ là vài giâyAnh sẽ lặng im những khi em hay cáu gắtAnh sẽ yêu em hơn bản thân anh hứa chắcAnh sẽ mãi mãi là anh sẽ mãi mãi là lá la làLá la làla lá,POS,5
Màu sắc không giống như hình chụp quảng cáo nên ghi rõ màu sắc khi bán có bao nhiêu màu con hàng hay hết hàng chụp quảng cáo thì màu xám giao thì màu xanh Không hài lòng,NEG,2
Đặt xanh mint như bộ cũ mình từng mua nhưng giao một màu xanh rất đậm hình màu xanh sáng là bộ cũ màu đậm hơn là bộ này vỏ gối ôm thì gần như màu xám Chất vải tương tự nên dùng tạm thôi,NEU,3
Chất lượng tốt trong tầm giá Mới giặt  lần nên chưa biết chất lượng ntn Cảm nhận ban đầu là ok chất vải mềm  mịn mát nằm thích Vỏ gối ôm tặng kèm màu sậm hơn nhưng ok,POS,5
tiki giao hàng nhanh chóng không vấn đề gìtuy nhiên cho những bạn định mua hàng drap bạc màu nhanh dù đã giặt từng bước theo hướng dẫn và nếu bị drap phơi ẩm thì sẽ không giặt ra đâu,POS,4
vải mát góp ý chút là thêm nhìu màu vải dễ chọn lựa tầm giá này thì ok ko có gì phàn nàn đầy đủ  gối ngủ   gối ôm à gối ngủ làm thêm cái ba kéo nữa hợp lý hơn,POS,4
đóng gói cẩn thận màu đẹp hai áo gối rất to vải cũng đẹp tương đối điểm trừ đường may hơi thưa,POS,4
Về sản phẩm ổn nhưng quá mắc so với sản phẩm và dịch vụ thời điểm mình mua hơn trVề dịch vụ  khi nhận hàng mình thật sự bị sóc vì đóng gói quá tệ hình đính kèm Chất liệu vải T cotton PES ruột là lông vũ nhân tạo thích hợp giặt nước nhưng khi mình hỏi thì được trả lời là giặt khô Trong hướng dẫn sản phẩm cũng ghi vậyMình có hỏi thì được trả lời chỉ tập trung cung cấp cho khách sạn không bán lẻ Câu trả lời làm mình rất khó chịu vì không tôn trọng khách hàng Bán trên sàn thương mại rồi mà kêu không tập trung bán lẻ Và những shop online sản phẩm vài chục ngàn còn đóng gói chỉnh chu hơn Tóm lại mình đánh giá  sao vì người bán không tôn trọng khách hàng và không có kiến thức chuyên môn về chính sản phẩm của mình,NEG,1
Mua thử  bộ lấy thêm  gối to dùng cho khách sạn rất đẹp nhé sếp duyệt luôn dada giao hơi lâu chút nhưng ko sao do dịch gửi dada  picc chụp đẹp feedback như nguyện vọng nhé  ,POS,5
Hài lòng vải dùng mềm với mát như ở khách sạn  sao tôi đã từng ở  đúng là tiền nào của nấy shop tư vấn có tâm xin cảm ơn ,POS,5
đẹp chất lượng,POS,5
Hok đẹp chất mỏng khô ráp,NEG,2
Uy tín  chất lượng tốt ,POS,4
Hài lòng,POS,5
Em không phải khách hàng khó tính nên cái gì bỏ qua được sẽ bỏ qua miễn hàng xài được Nhưng mà trải nghiệm lần này tệ thực sự ạ  Thời gian giao hàng chậm hơn dự kiến chỉ  ngày nên thôi bỏ qua Nhân viên giao hàng thái độ rất khó chịu em biết là em đang học ko bắt máy được là em sai trước Nhưng giọng đã ngọng rồi còn quát lớn quát nhỏ em nghe không rõ nên nghe sai giờ hẹn rồi bị hối như thể em là nhân viên phục vụ ấy Lúc nhận hàng rồi còn than lên than xuống em biết shipper giao hàg vất vả nên em đã thông cảm cho rồi Nhưng vì chất lượng cây dù làm em buồn nên em kể ra luôn  Kệ dù sao em cũng bị nói xấu là hẹp hòi r đề nghị các shipper gọi trước  ngày giao để em sắp xếp tg Dù hư luôn r ạ   Em thấy mn review tốt nên dù giá khá chát em cũng cố bỏ tiền ra mua Hôm qua em còn bị con bạn cùng phòng mắng vì hoang phí Nhưng em không hề hối hận Vậy mà hôm nay lần đầu lấy ra xài thử thì buồn thực sự ,NEG,1
Lần đầu trải nhiệm mua hàng trên Tiki khá ưng ý Sau vài lần mua hàng giá rẻ mà k ngon với bổ lắm nên quyết định lên Tiki mua hàng vì bạn bè cứ giới thiệu bên này mua uy tín lắm Thấy sản phẩm ô của DandiHome cũng hơi phân vân vì giá nhưng vẫn quyết định mua vì thấy có thêm thông tin bảo hành  tháng cũng yên tâm Trc mình cũng có mua  em ô tự động kiểu này rồi giá cũng chỉ  k gì đó mà bấm bấm vài cái thì vứt xó luôn do cái nút bấm được đơ ra không thấy  nhúc nhích nữa Đọc review thấy hơi hoang mang do thỉnh thoảng lại chồi lên  đánh giá  sao mà thấy tiki vag shop cũng nhiệt tình trả lời bên dưới để đổi hàng lỗi nên lại càng quyết tâm mua thử Giao hàng Tiki siêu nhanh vừa đặt hôm trước đến hôm sau đã nhận được hàng ngay anh shiper gọi mà mình phải mất  lúc mới nhớ ra đơn hàng nào vì giao tới sớm quá   Đóng gói sản phẩm cẩn thận nhìn đã ưng cái bụng D Thêm anh shiper nhiệt tình chờ mình khá lâu vì giao tới đúng lúc mình đang cho bé ở nhà ăn mà xuống vẫn thấy tươi cười hớn hở Sản phẩm điểm  thì anh ship phải được  điểm D Sẽ tiếp tục trải nhiệm mua hàng tại Tiki cám ơn  Tiki và shop nhé Có mua thêm thử cả búa để đập thịt của shop thấy khá chắc chắn nhưng chưa thử sử dụng Dùng xong sẽ review thêm D,POS,5
Dù đẹp khung xương chắc chắn vải dù  lớp Hình mình chụp auto đẹp không cần chỉnh sửa gì hết nha  dù cầm hơi nặng tay thật nhưngcó như vậy thì gió giật mới đỡ bay chứ nhỉ D k cũng đáng tiền đấy Thêm cái cậu shipper quá ư dễ thương tính cho  sao mà thôi ,POS,5
Cảm nhận khi nhận được hàng là đóng gói cẩn thận Thiết kế dù khá đẹp nhìn có vẻ sang trọng Mình dùng đi nắng hay đi mưa đều ok Chất liệu khá tốt khung cũng khá chắc chắn Về độ bền thì chỉ mới mua dùng đc có  lần nên chưa biết như thế nào Nói chung dù hơi mắc nhưng mình thấy đáng Good,POS,5
mình đã mua cái màu xanh dùng tốt lắm mở đóng tự động mà ko bị lỗi Trước mình có mua  cái tự động hàng Trung Quốc k mà dùng đến ngày thứ Hai là hỏng luôn cái tự động của nó Thế là ô cứ mở ra mà ko thể đóng dc đành bỏ Sau dùng đến hàng Việt Nam này cũng e dè lắm ko ngờ dùng tốt dùng từ đợt nắng đỉnh điểm mùa hè từ tháng  tới giờ mà vẫn ngon đặc biệt mấy đợt ảnh hưởng của bão Hà Nội gió lớn mà dùng ô kê luôn gió ko xi nhê gì ô hếtGiờ cuối thu đầu đông rồi ít dùng đến ô nhưng thấy sale rẻ nên mình mua thêm  cái vàng để sẵn ở cơ quan nếu mưa nắng gì có cái dùng luônRất ủng hộ hàng VN giá cả hợp lý mà chất lượng tốt D,POS,5
Tiki giao đúng ngày đúng màu Sản phẩm ấn tượng đúng như quảng cáo rất đáng tiền Dù có  lớp vải đặt dưới đèn chiếu không thấy ánh sáng xuyên qua lớp chống UV bên trong Đường chỉ khâu chắc chắn khung cứng cáp phải dùng lực mạnh để kéo dù lại một phần là đoạn nắm kéo dù hơi ngắn góp ý shop thiết kế dài hơn chút Tay cầm thiết kế nhìn sang trọngSản phẩm Việt rất đáng để ủng hộ,POS,5
Shop giao đúng màu giao hàng sớm cảm nhận ban đầu dù chắc chắn đường may đẹp mắt ko thấy chỉ thừa Trên Tiki đăng dù  lớp nhưng cảm nhận hơi mỏng nên chưa biết chống nắng có đạt hiệu quả như đã nêu không Về chất lượng tốt hay chưa tốt thì sẽ sử dụng lâu dài rồi đánh giá tiếp,POS,5
Sản phẩm đẹp thì có đẹp nhưng ko như tôi tưởng tượng thua xa hình chụp Đường may ko kỹ và có vẻ ko chắc chắn Tôi tưởng đây là một thương hiệu dù nhưng do tôi ko kiểm tra Gắn chữ made in Vietnam sơ sài ko sơ sài hơn đc kiểu gắn cho có nên lừa ai chứ khó lừa nhiều người Tôi nghĩ nên mua hàng chất lượng cao TQ có lẽ sẽ tốt hơn ít ra hàng TQ họ ghi China chứ ko ghi Vietnam cảm giác đỡ bị lừa,NEG,2
Đúng như mô tả Đắt hơn  ngàn so với tôi đã mua cách đây một tháng sáu ngày Không sao mua rồi dùng thấy tốt nên mua tiếp một lúc hai cái luôn Trong quảng cáo giá dự kiến đắt nhưng giá bán lại rẻ và ngược lạingười mua chỉ biết hàng khi đọc mô tả vì vậy nên kiểm tra lại và mô tả cho đúng để khi mua có căn cứ quyết định cho chuẩn,POS,5
dù đẹp do  dù nên quên chụp ảnh lại nói chung là đẹp đúng như hình dù cũng chắc mới mua nên đánh giá  sau thôi còn thời gian sau này co bền ko thi ko biết nhưng giao hàng thì bị lỗi ở a shipper giao lôn giao ko đúng người nên đề nghị góp y lai,POS,4
